"Country","Region","City","Surface","Bedrooms","Density","houseid","date","price"
"Germany","Berlin",NA,406.5304,5,8748.5,113,"2028-01-02",1932741.66719198
"Germany","Berlin",NA,406.5304,5,8748.5,113,"2029-01-01",1989189.16854181
"Germany","Berlin",NA,406.5304,5,8748.5,113,"2030-01-01",2045482.57183253
"Germany","Berlin",NA,406.5304,5,8748.5,113,"2031-01-02",2101776.08555439
"Germany","Berlin",NA,406.5304,5,8748.5,113,"2032-01-02",2158069.69689473
"Germany","Berlin",NA,406.5304,5,8748.5,113,"2033-01-01",2214517.26444029
"Germany","Berlin",NA,406.5304,5,8748.5,113,"2034-01-01",2270810.65194876
"Germany","Berlin",NA,406.5304,5,8748.5,113,"2035-01-02",2327104.20851492
"Germany","Berlin",NA,406.5304,5,8748.5,113,"2036-01-02",2383397.58027604
"South Korea","Incheon",NA,314.1878,6,7484,114,"2027-01-02",1233544.25490552
"South Korea","Incheon",NA,314.1878,6,7484,114,"2028-01-02",1257209.61476306
"South Korea","Incheon",NA,314.1878,6,7484,114,"2029-01-01",1196810.66756257
"South Korea","Incheon",NA,314.1878,6,7484,114,"2030-01-01",1288167.30582312
"South Korea","Incheon",NA,314.1878,6,7484,114,"2031-01-02",1256092.8078093
"South Korea","Incheon",NA,314.1878,6,7484,114,"2032-01-02",1278195.57739929
"South Korea","Incheon",NA,314.1878,6,7484,114,"2033-01-01",1247164.2358047
"South Korea","Incheon",NA,314.1878,6,7484,114,"2034-01-01",1265285.44753455
"South Korea","Incheon",NA,314.1878,6,7484,114,"2035-01-02",1268415.45840815
"South Korea","Incheon",NA,314.1878,6,7484,114,"2036-01-02",1257219.63180075
"Australia","Queensland",NA,192.2101,2,7983,116,"2027-01-02",728251.540302314
"Australia","Queensland",NA,192.2101,2,7983,116,"2028-01-02",839657.667616067
"Australia","Queensland",NA,192.2101,2,7983,116,"2029-01-01",874516.942028733
"Australia","Queensland",NA,192.2101,2,7983,116,"2030-01-01",1054128.846774
"Australia","Queensland",NA,192.2101,2,7983,116,"2031-01-02",994785.668575102
"Australia","Queensland",NA,192.2101,2,7983,116,"2032-01-02",1014889.22272137
"Australia","Queensland",NA,192.2101,2,7983,116,"2033-01-01",1142439.40594466
"Australia","Queensland",NA,192.2101,2,7983,116,"2034-01-01",1190720.16051052
"Australia","Queensland",NA,192.2101,2,7983,116,"2035-01-02",1301994.42061969
"Australia","Queensland",NA,192.2101,2,7983,116,"2036-01-02",1262419.13025559
"China","Guangdong",NA,122.9067,2,4903.5,117,"2027-01-02",462615.806843977
"China","Guangdong",NA,122.9067,2,4903.5,117,"2028-01-02",584097.210340942
"China","Guangdong",NA,122.9067,2,4903.5,117,"2029-01-01",692729.118404799
"China","Guangdong",NA,122.9067,2,4903.5,117,"2030-01-01",780556.225169462
"China","Guangdong",NA,122.9067,2,4903.5,117,"2031-01-02",1024858.14608764
"China","Guangdong",NA,122.9067,2,4903.5,117,"2032-01-02",982296.575544717
"China","Guangdong",NA,122.9067,2,4903.5,117,"2033-01-01",1143974.50337178
"China","Guangdong",NA,122.9067,2,4903.5,117,"2034-01-01",1037470.04384517
"China","Guangdong",NA,122.9067,2,4903.5,117,"2035-01-02",1002024.83759483
"China","Guangdong",NA,122.9067,2,4903.5,117,"2036-01-02",988525.063702134
"Mexico","Jalisco","Guadalajara",452.8875,2,4544,118,"2027-01-02",659496.393649038
"Mexico","Jalisco","Guadalajara",452.8875,2,4544,118,"2028-01-02",809870.355792965
"Mexico","Jalisco","Guadalajara",452.8875,2,4544,118,"2029-01-01",661228.438446199
"Mexico","Jalisco","Guadalajara",452.8875,2,4544,118,"2030-01-01",748506.683793327
"Mexico","Jalisco","Guadalajara",452.8875,2,4544,118,"2031-01-02",840054.234964776
"Mexico","Jalisco","Guadalajara",452.8875,2,4544,118,"2032-01-02",679014.600541592
"Mexico","Jalisco","Guadalajara",452.8875,2,4544,118,"2033-01-01",708775.926265293
"Mexico","Jalisco","Guadalajara",452.8875,2,4544,118,"2034-01-01",677168.35766003
"Mexico","Jalisco","Guadalajara",452.8875,2,4544,118,"2035-01-02",725418.367367771
"Mexico","Jalisco","Guadalajara",452.8875,2,4544,118,"2036-01-02",715051.390502053
"USA","New York","Buffalo",142.5086,6,8092.5,119,"2027-01-02",398057.753636016
"USA","New York","Buffalo",142.5086,6,8092.5,119,"2028-01-02",395182.697108531
"USA","New York","Buffalo",142.5086,6,8092.5,119,"2029-01-01",423098.226534215
"USA","New York","Buffalo",142.5086,6,8092.5,119,"2030-01-01",471332.813818003
"USA","New York","Buffalo",142.5086,6,8092.5,119,"2031-01-02",464592.166282156
"USA","New York","Buffalo",142.5086,6,8092.5,119,"2032-01-02",489448.662239362
"USA","New York","Buffalo",142.5086,6,8092.5,119,"2033-01-01",493296.897074153
"USA","New York","Buffalo",142.5086,6,8092.5,119,"2034-01-01",503702.227665708
"USA","New York","Buffalo",142.5086,6,8092.5,119,"2035-01-02",482714.902555082
"USA","New York","Buffalo",142.5086,6,8092.5,119,"2036-01-02",559497.656852083
"USA","New York","Buffalo",403.6505,4,7266.5,120,"2027-01-02",1886391.81936928
"USA","New York","Buffalo",403.6505,4,7266.5,120,"2028-01-02",1872766.69085766
"USA","New York","Buffalo",403.6505,4,7266.5,120,"2029-01-01",2005058.335663
"USA","New York","Buffalo",403.6505,4,7266.5,120,"2030-01-01",2233641.46924813
"USA","New York","Buffalo",403.6505,4,7266.5,120,"2031-01-02",2201697.43518166
"USA","New York","Buffalo",403.6505,4,7266.5,120,"2032-01-02",2319492.32835642
"USA","New York","Buffalo",403.6505,4,7266.5,120,"2033-01-01",2337728.88587587
"USA","New York","Buffalo",403.6505,4,7266.5,120,"2034-01-01",2387039.75983452
"USA","New York","Buffalo",403.6505,4,7266.5,120,"2035-01-02",2287581.16267236
"USA","New York","Buffalo",403.6505,4,7266.5,120,"2036-01-02",2651453.74885277
"USA","Texas","Austin",133.2186,1,6615,121,"2027-01-02",836910.65643805
"USA","Texas","Austin",133.2186,1,6615,121,"2028-01-02",830865.814037765
"USA","Texas","Austin",133.2186,1,6615,121,"2029-01-01",889557.875609137
"USA","Texas","Austin",133.2186,1,6615,121,"2030-01-01",990970.364872529
"USA","Texas","Austin",133.2186,1,6615,121,"2031-01-02",976798.20072085
"USA","Texas","Austin",133.2186,1,6615,121,"2032-01-02",1029058.68234212
"USA","Texas","Austin",133.2186,1,6615,121,"2033-01-01",1037149.48430078
"USA","Texas","Austin",133.2186,1,6615,121,"2034-01-01",1059026.57451596
"USA","Texas","Austin",133.2186,1,6615,121,"2035-01-02",1014901.06670882
"USA","Texas","Austin",133.2186,1,6615,121,"2036-01-02",1176335.65353974
"China","Guangdong",NA,161.8318,2,9271.5,122,"2027-01-02",1796355.38825729
"China","Guangdong",NA,161.8318,2,9271.5,122,"2028-01-02",2268072.45999676
"China","Guangdong",NA,161.8318,2,9271.5,122,"2029-01-01",2689894.43516545
"China","Guangdong",NA,161.8318,2,9271.5,122,"2030-01-01",3030930.54793485
"China","Guangdong",NA,161.8318,2,9271.5,122,"2031-01-02",3979564.52349417
"China","Guangdong",NA,161.8318,2,9271.5,122,"2032-01-02",3814296.26969396
"China","Guangdong",NA,161.8318,2,9271.5,122,"2033-01-01",4442098.0276922
"China","Guangdong",NA,161.8318,2,9271.5,122,"2034-01-01",4028537.01893795
"China","Guangdong",NA,161.8318,2,9271.5,122,"2035-01-02",3890901.88781245
"China","Guangdong",NA,161.8318,2,9271.5,122,"2036-01-02",3838481.73438571
"Canada","Ontario","Toronto",363.1461,5,9816.5,123,"2027-01-02",3009050.85374435
"Canada","Ontario","Toronto",363.1461,5,9816.5,123,"2028-01-02",3458016.6250431
"Canada","Ontario","Toronto",363.1461,5,9816.5,123,"2029-01-01",3577223.53224003
"Canada","Ontario","Toronto",363.1461,5,9816.5,123,"2030-01-01",3536419.50771073
"Canada","Ontario","Toronto",363.1461,5,9816.5,123,"2031-01-02",3699912.82499067
"Canada","Ontario","Toronto",363.1461,5,9816.5,123,"2032-01-02",3832068.34502165
"Canada","Ontario","Toronto",363.1461,5,9816.5,123,"2033-01-01",3867552.59658567
"Canada","Ontario","Toronto",363.1461,5,9816.5,123,"2034-01-01",4092379.02803722
"Canada","Ontario","Toronto",363.1461,5,9816.5,123,"2035-01-02",4441515.20180637
"Canada","Ontario","Toronto",363.1461,5,9816.5,123,"2036-01-02",4449200.29607413
"Germany","North Rhine-Westphalia",NA,389.251,4,4921.5,124,"2027-01-02",3722374.51942754
"Germany","North Rhine-Westphalia",NA,389.251,4,4921.5,124,"2028-01-02",3834045.83859198
"Germany","North Rhine-Westphalia",NA,389.251,4,4921.5,124,"2029-01-01",3946022.85131825
"Germany","North Rhine-Westphalia",NA,389.251,4,4921.5,124,"2030-01-01",4057694.04600896
"Germany","North Rhine-Westphalia",NA,389.251,4,4921.5,124,"2031-01-02",4169365.35113083
"Germany","North Rhine-Westphalia",NA,389.251,4,4921.5,124,"2032-01-02",4281036.75387117
"Germany","North Rhine-Westphalia",NA,389.251,4,4921.5,124,"2033-01-01",4393013.83279316
"Germany","North Rhine-Westphalia",NA,389.251,4,4921.5,124,"2034-01-01",4504685.01170164
"Germany","North Rhine-Westphalia",NA,389.251,4,4921.5,124,"2035-01-02",4616356.3596678
"Germany","North Rhine-Westphalia",NA,389.251,4,4921.5,124,"2036-01-02",4728027.52282891
"Italy","Tuscany",NA,121.8848,2,3507,125,"2027-01-02",506672.539507074
"Italy","Tuscany",NA,121.8848,2,3507,125,"2028-01-02",475989.794378068
"Italy","Tuscany",NA,121.8848,2,3507,125,"2029-01-01",445687.949262403
"Italy","Tuscany",NA,121.8848,2,3507,125,"2030-01-01",466441.524874368
"Italy","Tuscany",NA,121.8848,2,3507,125,"2031-01-02",463390.132751169
"Italy","Tuscany",NA,121.8848,2,3507,125,"2032-01-02",473484.355376988
"Italy","Tuscany",NA,121.8848,2,3507,125,"2033-01-01",486729.420402049
"Italy","Tuscany",NA,121.8848,2,3507,125,"2034-01-01",485286.775548504
"Italy","Tuscany",NA,121.8848,2,3507,125,"2035-01-02",472957.792696489
"Italy","Tuscany",NA,121.8848,2,3507,125,"2036-01-02",471998.195295079
"Canada","Ontario","Toronto",178.6467,5,1279.5,126,"2027-01-02",478125.145575206
"Canada","Ontario","Toronto",178.6467,5,1279.5,126,"2028-01-02",549463.861733288
"Canada","Ontario","Toronto",178.6467,5,1279.5,126,"2029-01-01",568405.322887451
"Canada","Ontario","Toronto",178.6467,5,1279.5,126,"2030-01-01",561921.740151106
"Canada","Ontario","Toronto",178.6467,5,1279.5,126,"2031-01-02",587900.120020548
"Canada","Ontario","Toronto",178.6467,5,1279.5,126,"2032-01-02",608899.059661184
"Canada","Ontario","Toronto",178.6467,5,1279.5,126,"2033-01-01",614537.353518386
"Canada","Ontario","Toronto",178.6467,5,1279.5,126,"2034-01-01",650261.299537166
"Canada","Ontario","Toronto",178.6467,5,1279.5,126,"2035-01-02",705737.525105512
"Canada","Ontario","Toronto",178.6467,5,1279.5,126,"2036-01-02",706958.653293145
"Italy","Tuscany",NA,268.0165,1,3842.5,127,"2027-01-02",1090884.74950707
"Italy","Tuscany",NA,268.0165,1,3842.5,127,"2028-01-02",1060202.00437807
"Italy","Tuscany",NA,268.0165,1,3842.5,127,"2029-01-01",1029900.1592624
"Italy","Tuscany",NA,268.0165,1,3842.5,127,"2030-01-01",1050653.73487437
"Italy","Tuscany",NA,268.0165,1,3842.5,127,"2031-01-02",1047602.34275117
"Italy","Tuscany",NA,268.0165,1,3842.5,127,"2032-01-02",1057696.56537699
"Italy","Tuscany",NA,268.0165,1,3842.5,127,"2033-01-01",1070941.63040205
"Italy","Tuscany",NA,268.0165,1,3842.5,127,"2034-01-01",1069498.9855485
"Italy","Tuscany",NA,268.0165,1,3842.5,127,"2035-01-02",1057170.00269649
"Italy","Tuscany",NA,268.0165,1,3842.5,127,"2036-01-02",1056210.40529508
"Australia","Queensland",NA,369.9278,1,8972,129,"2027-01-02",1176344.08618519
"Australia","Queensland",NA,369.9278,1,8972,129,"2028-01-02",1356298.30773881
"Australia","Queensland",NA,369.9278,1,8972,129,"2029-01-01",1412606.46369138
"Australia","Queensland",NA,369.9278,1,8972,129,"2030-01-01",1702733.41881989
"Australia","Queensland",NA,369.9278,1,8972,129,"2031-01-02",1606876.43415669
"Australia","Queensland",NA,369.9278,1,8972,129,"2032-01-02",1639349.6878644
"Australia","Queensland",NA,369.9278,1,8972,129,"2033-01-01",1845381.38903219
"Australia","Queensland",NA,369.9278,1,8972,129,"2034-01-01",1923369.25032327
"Australia","Queensland",NA,369.9278,1,8972,129,"2035-01-02",2103110.46689484
"Australia","Queensland",NA,369.9278,1,8972,129,"2036-01-02",2039184.53443536
"Mexico","Jalisco","Guadalajara",100.7036,1,2768,130,"2027-01-02",836880.683649038
"Mexico","Jalisco","Guadalajara",100.7036,1,2768,130,"2028-01-02",987254.645792965
"Mexico","Jalisco","Guadalajara",100.7036,1,2768,130,"2029-01-01",838612.728446199
"Mexico","Jalisco","Guadalajara",100.7036,1,2768,130,"2030-01-01",925890.973793327
"Mexico","Jalisco","Guadalajara",100.7036,1,2768,130,"2031-01-02",1017438.52496478
"Mexico","Jalisco","Guadalajara",100.7036,1,2768,130,"2032-01-02",856398.890541592
"Mexico","Jalisco","Guadalajara",100.7036,1,2768,130,"2033-01-01",886160.216265293
"Mexico","Jalisco","Guadalajara",100.7036,1,2768,130,"2034-01-01",854552.64766003
"Mexico","Jalisco","Guadalajara",100.7036,1,2768,130,"2035-01-02",902802.657367771
"Mexico","Jalisco","Guadalajara",100.7036,1,2768,130,"2036-01-02",892435.680502053
"China","Guangdong",NA,380.6113,1,7729,131,"2027-01-02",3123937.11220975
"China","Guangdong",NA,380.6113,1,7729,131,"2028-01-02",3944272.81888716
"China","Guangdong",NA,380.6113,1,7729,131,"2029-01-01",4677838.86689143
"China","Guangdong",NA,380.6113,1,7729,131,"2030-01-01",5270914.92313754
"China","Guangdong",NA,380.6113,1,7729,131,"2031-01-02",6920629.06184581
"China","Guangdong",NA,380.6113,1,7729,131,"2032-01-02",6633220.65987171
"China","Guangdong",NA,380.6113,1,7729,131,"2033-01-01",7724994.16067317
"China","Guangdong",NA,380.6113,1,7729,131,"2034-01-01",7005794.27859213
"China","Guangdong",NA,380.6113,1,7729,131,"2035-01-02",6766441.03208119
"China","Guangdong",NA,380.6113,1,7729,131,"2036-01-02",6675280.193982
"South Korea","Busan",NA,427.2471,5,8140,132,"2027-01-02",2335180.54490552
"South Korea","Busan",NA,427.2471,5,8140,132,"2028-01-02",2358845.90476306
"South Korea","Busan",NA,427.2471,5,8140,132,"2029-01-01",2298446.95756257
"South Korea","Busan",NA,427.2471,5,8140,132,"2030-01-01",2389803.59582312
"South Korea","Busan",NA,427.2471,5,8140,132,"2031-01-02",2357729.0978093
"South Korea","Busan",NA,427.2471,5,8140,132,"2032-01-02",2379831.86739929
"South Korea","Busan",NA,427.2471,5,8140,132,"2033-01-01",2348800.5258047
"South Korea","Busan",NA,427.2471,5,8140,132,"2034-01-01",2366921.73753455
"South Korea","Busan",NA,427.2471,5,8140,132,"2035-01-02",2370051.74840815
"South Korea","Busan",NA,427.2471,5,8140,132,"2036-01-02",2358855.92180075
"China","Beijing","Haidian",291.706,5,4152,133,"2027-01-02",474029.21980741
"China","Beijing","Haidian",291.706,5,4152,133,"2028-01-02",598507.748359282
"China","Beijing","Haidian",291.706,5,4152,133,"2029-01-01",709819.765510196
"China","Beijing","Haidian",291.706,5,4152,133,"2030-01-01",799813.696287482
"China","Beijing","Haidian",291.706,5,4152,133,"2031-01-02",1050142.90522728
"China","Beijing","Haidian",291.706,5,4152,133,"2032-01-02",1006531.27808492
"China","Beijing","Haidian",291.706,5,4152,133,"2033-01-01",1172198.03839471
"China","Beijing","Haidian",291.706,5,4152,133,"2034-01-01",1063065.95706824
"China","Beijing","Haidian",291.706,5,4152,133,"2035-01-02",1026746.26540143
"China","Beijing","Haidian",291.706,5,4152,133,"2036-01-02",1012913.43221402
"Germany","North Rhine-Westphalia",NA,251.4803,5,709,134,"2027-01-02",2182698.48942754
"Germany","North Rhine-Westphalia",NA,251.4803,5,709,134,"2028-01-02",2248179.52769198
"Germany","North Rhine-Westphalia",NA,251.4803,5,709,134,"2029-01-01",2313839.71080345
"Germany","North Rhine-Westphalia",NA,251.4803,5,709,134,"2030-01-01",2379320.62459417
"Germany","North Rhine-Westphalia",NA,251.4803,5,709,134,"2031-01-02",2444801.64881604
"Germany","North Rhine-Westphalia",NA,251.4803,5,709,134,"2032-01-02",2510282.77065638
"Germany","North Rhine-Westphalia",NA,251.4803,5,709,134,"2033-01-01",2575943.01996357
"Germany","North Rhine-Westphalia",NA,251.4803,5,709,134,"2034-01-01",2641423.91797205
"Germany","North Rhine-Westphalia",NA,251.4803,5,709,134,"2035-01-02",2706904.98503821
"Germany","North Rhine-Westphalia",NA,251.4803,5,709,134,"2036-01-02",2772385.86729933
"Mexico","Jalisco","Tlaquepaque",382.9338,3,3023.5,135,"2027-01-02",4086882.57364904
"Mexico","Jalisco","Tlaquepaque",382.9338,3,3023.5,135,"2028-01-02",4237256.53579297
"Mexico","Jalisco","Tlaquepaque",382.9338,3,3023.5,135,"2029-01-01",4088614.6184462
"Mexico","Jalisco","Tlaquepaque",382.9338,3,3023.5,135,"2030-01-01",4175892.86379333
"Mexico","Jalisco","Tlaquepaque",382.9338,3,3023.5,135,"2031-01-02",4267440.41496478
"Mexico","Jalisco","Tlaquepaque",382.9338,3,3023.5,135,"2032-01-02",4106400.78054159
"Mexico","Jalisco","Tlaquepaque",382.9338,3,3023.5,135,"2033-01-01",4136162.10626529
"Mexico","Jalisco","Tlaquepaque",382.9338,3,3023.5,135,"2034-01-01",4104554.53766003
"Mexico","Jalisco","Tlaquepaque",382.9338,3,3023.5,135,"2035-01-02",4152804.54736777
"Mexico","Jalisco","Tlaquepaque",382.9338,3,3023.5,135,"2036-01-02",4142437.57050205
"Italy","Sicily",NA,115.8463,4,5750.5,136,"2027-01-02",674941.469507074
"Italy","Sicily",NA,115.8463,4,5750.5,136,"2028-01-02",644258.724378068
"Italy","Sicily",NA,115.8463,4,5750.5,136,"2029-01-01",613956.879262403
"Italy","Sicily",NA,115.8463,4,5750.5,136,"2030-01-01",634710.454874368
"Italy","Sicily",NA,115.8463,4,5750.5,136,"2031-01-02",631659.062751169
"Italy","Sicily",NA,115.8463,4,5750.5,136,"2032-01-02",641753.285376988
"Italy","Sicily",NA,115.8463,4,5750.5,136,"2033-01-01",654998.350402049
"Italy","Sicily",NA,115.8463,4,5750.5,136,"2034-01-01",653555.705548504
"Italy","Sicily",NA,115.8463,4,5750.5,136,"2035-01-02",641226.722696489
"Italy","Sicily",NA,115.8463,4,5750.5,136,"2036-01-02",640267.125295079
"UK","Wales",NA,168.7993,3,6794,137,"2027-01-02",1386628.47530813
"UK","Wales",NA,168.7993,3,6794,137,"2028-01-02",1470997.87824929
"UK","Wales",NA,168.7993,3,6794,137,"2029-01-01",1753954.14532615
"UK","Wales",NA,168.7993,3,6794,137,"2030-01-01",1785529.145309
"UK","Wales",NA,168.7993,3,6794,137,"2031-01-02",1884870.30647166
"UK","Wales",NA,168.7993,3,6794,137,"2032-01-02",2148288.02292805
"UK","Wales",NA,168.7993,3,6794,137,"2033-01-01",2526044.50968111
"UK","Wales",NA,168.7993,3,6794,137,"2034-01-01",2354678.56259008
"UK","Wales",NA,168.7993,3,6794,137,"2035-01-02",2598069.53551005
"UK","Wales",NA,168.7993,3,6794,137,"2036-01-02",2790996.7088031
"UK","England","Manchester",438.0235,1,8939.5,139,"2027-01-02",2501809.62326859
"UK","England","Manchester",438.0235,1,8939.5,139,"2028-01-02",2654032.21781809
"UK","England","Manchester",438.0235,1,8939.5,139,"2029-01-01",3164553.04191969
"UK","England","Manchester",438.0235,1,8939.5,139,"2030-01-01",3221521.89855177
"UK","England","Manchester",438.0235,1,8939.5,139,"2031-01-02",3400757.12803759
"UK","England","Manchester",438.0235,1,8939.5,139,"2032-01-02",3876025.73077099
"UK","England","Manchester",438.0235,1,8939.5,139,"2033-01-01",4557588.83915943
"UK","England","Manchester",438.0235,1,8939.5,139,"2034-01-01",4248403.65858133
"UK","England","Manchester",438.0235,1,8939.5,139,"2035-01-02",4687539.22308975
"UK","England","Manchester",438.0235,1,8939.5,139,"2036-01-02",5035626.01586047
"USA","California","San Diego",321.7127,5,8217,140,"2027-01-02",2443795.39030913
"USA","California","San Diego",321.7127,5,8217,140,"2028-01-02",2426144.19758937
"USA","California","San Diego",321.7127,5,8217,140,"2029-01-01",2597526.27294585
"USA","California","San Diego",321.7127,5,8217,140,"2030-01-01",2893652.65910892
"USA","California","San Diego",321.7127,5,8217,140,"2031-01-02",2852269.57639376
"USA","California","San Diego",321.7127,5,8217,140,"2032-01-02",3004871.30203928
"USA","California","San Diego",321.7127,5,8217,140,"2033-01-01",3028496.50356609
"USA","California","San Diego",321.7127,5,8217,140,"2034-01-01",3092378.09071439
"USA","California","San Diego",321.7127,5,8217,140,"2035-01-02",2963530.81780746
"USA","California","San Diego",321.7127,5,8217,140,"2036-01-02",3434922.87905511
"Australia","New South Wales","Sydney",249.6223,5,2196.5,141,"2027-01-02",2419853.20071808
"Australia","New South Wales","Sydney",249.6223,5,2196.5,141,"2028-01-02",2790036.38446786
"Australia","New South Wales","Sydney",249.6223,5,2196.5,141,"2029-01-01",2905867.69012797
"Australia","New South Wales","Sydney",249.6223,5,2196.5,141,"2030-01-01",3502686.8089787
"Australia","New South Wales","Sydney",249.6223,5,2196.5,141,"2031-01-02",3305499.74962036
"Australia","New South Wales","Sydney",249.6223,5,2196.5,141,"2032-01-02",3372300.36335673
"Australia","New South Wales","Sydney",249.6223,5,2196.5,141,"2033-01-01",3796127.4368936
"Australia","New South Wales","Sydney",249.6223,5,2196.5,141,"2034-01-01",3956555.986651
"Australia","New South Wales","Sydney",249.6223,5,2196.5,141,"2035-01-02",4326300.99861614
"Australia","New South Wales","Sydney",249.6223,5,2196.5,141,"2036-01-02",4194799.19222495
"South Korea","Busan",NA,362.5887,4,7786.5,145,"2027-01-02",1298392.38490552
"South Korea","Busan",NA,362.5887,4,7786.5,145,"2028-01-02",1322057.74476306
"South Korea","Busan",NA,362.5887,4,7786.5,145,"2029-01-01",1261658.79756257
"South Korea","Busan",NA,362.5887,4,7786.5,145,"2030-01-01",1353015.43582312
"South Korea","Busan",NA,362.5887,4,7786.5,145,"2031-01-02",1320940.9378093
"South Korea","Busan",NA,362.5887,4,7786.5,145,"2032-01-02",1343043.70739929
"South Korea","Busan",NA,362.5887,4,7786.5,145,"2033-01-01",1312012.3658047
"South Korea","Busan",NA,362.5887,4,7786.5,145,"2034-01-01",1330133.57753455
"South Korea","Busan",NA,362.5887,4,7786.5,145,"2035-01-02",1333263.58840815
"South Korea","Busan",NA,362.5887,4,7786.5,145,"2036-01-02",1322067.76180075
"Mexico","Mexico City","Tlalpan",362.2171,3,8368.5,147,"2027-01-02",1325029.84364904
"Mexico","Mexico City","Tlalpan",362.2171,3,8368.5,147,"2028-01-02",1475403.80579297
"Mexico","Mexico City","Tlalpan",362.2171,3,8368.5,147,"2029-01-01",1326761.8884462
"Mexico","Mexico City","Tlalpan",362.2171,3,8368.5,147,"2030-01-01",1414040.13379333
"Mexico","Mexico City","Tlalpan",362.2171,3,8368.5,147,"2031-01-02",1505587.68496478
"Mexico","Mexico City","Tlalpan",362.2171,3,8368.5,147,"2032-01-02",1344548.05054159
"Mexico","Mexico City","Tlalpan",362.2171,3,8368.5,147,"2033-01-01",1374309.37626529
"Mexico","Mexico City","Tlalpan",362.2171,3,8368.5,147,"2034-01-01",1342701.80766003
"Mexico","Mexico City","Tlalpan",362.2171,3,8368.5,147,"2035-01-02",1390951.81736777
"Mexico","Mexico City","Tlalpan",362.2171,3,8368.5,147,"2036-01-02",1380584.84050205
"USA","Texas","Dallas",273.5905,5,9551,148,"2027-01-02",3113641.15655703
"USA","Texas","Dallas",273.5905,5,9551,148,"2028-01-02",3091151.74211593
"USA","Texas","Dallas",273.5905,5,9551,148,"2029-01-01",3309509.76231852
"USA","Texas","Dallas",273.5905,5,9551,148,"2030-01-01",3686804.558834
"USA","Texas","Dallas",273.5905,5,9551,148,"2031-01-02",3634078.33605954
"USA","Texas","Dallas",273.5905,5,9551,148,"2032-01-02",3828508.2999557
"USA","Texas","Dallas",273.5905,5,9551,148,"2033-01-01",3858609.16931519
"USA","Texas","Dallas",273.5905,5,9551,148,"2034-01-01",3940000.74572465
"USA","Texas","Dallas",273.5905,5,9551,148,"2035-01-02",3775836.36856942
"USA","Texas","Dallas",273.5905,5,9551,148,"2036-01-02",4376437.26326883
"Australia","Queensland",NA,392.967,3,3140.5,150,"2027-01-02",3952682.77931711
"Australia","Queensland",NA,392.967,3,3140.5,150,"2028-01-02",4557354.45740334
"Australia","Queensland",NA,392.967,3,3140.5,150,"2029-01-01",4746557.83844012
"Australia","Queensland",NA,392.967,3,3140.5,150,"2030-01-01",5721425.50923456
"Australia","Queensland",NA,392.967,3,3140.5,150,"2031-01-02",5399332.46094608
"Australia","Queensland",NA,392.967,3,3140.5,150,"2032-01-02",5508447.1938089
"Australia","Queensland",NA,392.967,3,3140.5,150,"2033-01-01",6200742.89773029
"Australia","Queensland",NA,392.967,3,3140.5,150,"2034-01-01",6462793.16001426
"Australia","Queensland",NA,392.967,3,3140.5,150,"2035-01-02",7066749.11118491
"Australia","Queensland",NA,392.967,3,3140.5,150,"2036-01-02",6851948.92189354
"Germany","North Rhine-Westphalia",NA,224.1677,4,765,151,"2027-01-02",975343.549427542
"Germany","North Rhine-Westphalia",NA,224.1677,4,765,151,"2028-01-02",1004603.93949198
"Germany","North Rhine-Westphalia",NA,224.1677,4,765,151,"2029-01-01",1033944.23975085
"Germany","North Rhine-Westphalia",NA,224.1677,4,765,151,"2030-01-01",1063204.50534157
"Germany","North Rhine-Westphalia",NA,224.1677,4,765,151,"2031-01-02",1092464.88136343
"Germany","North Rhine-Westphalia",NA,224.1677,4,765,151,"2032-01-02",1121725.35500377
"Germany","North Rhine-Westphalia",NA,224.1677,4,765,151,"2033-01-01",1151065.72145837
"Germany","North Rhine-Westphalia",NA,224.1677,4,765,151,"2034-01-01",1180325.97126684
"Germany","North Rhine-Westphalia",NA,224.1677,4,765,151,"2035-01-02",1209586.390133
"Germany","North Rhine-Westphalia",NA,224.1677,4,765,151,"2036-01-02",1238846.62419412
"USA","California","San Diego",299.0451,1,7263.5,153,"2027-01-02",667701.892190866
"USA","California","San Diego",299.0451,1,7263.5,153,"2028-01-02",662879.22593899
"USA","California","San Diego",299.0451,1,7263.5,153,"2029-01-01",709704.762442542
"USA","California","San Diego",299.0451,1,7263.5,153,"2030-01-01",790613.417683705
"USA","California","San Diego",299.0451,1,7263.5,153,"2031-01-02",779306.627635782
"USA","California","San Diego",299.0451,1,7263.5,153,"2032-01-02",821000.938861329
"USA","California","San Diego",299.0451,1,7263.5,153,"2033-01-01",827455.931792223
"USA","California","San Diego",299.0451,1,7263.5,153,"2034-01-01",844909.849100806
"USA","California","San Diego",299.0451,1,7263.5,153,"2035-01-02",809705.743604108
"USA","California","San Diego",299.0451,1,7263.5,153,"2036-01-02",938501.075042465
"Australia","Victoria",NA,348.9324,6,1365.5,155,"2027-01-02",3125317.30259563
"Australia","Victoria",NA,348.9324,6,1365.5,155,"2028-01-02",3603420.64744308
"Australia","Victoria",NA,348.9324,6,1365.5,155,"2029-01-01",3753020.45938802
"Australia","Victoria",NA,348.9324,6,1365.5,155,"2030-01-01",4523831.31605923
"Australia","Victoria",NA,348.9324,6,1365.5,155,"2031-01-02",4269157.96303198
